,opening_hours,city,creation_date,id,street,email,phone_number,name
199,13:00-23:00,New York,4/9/18 8:11,342,Church St,frankfurter_hof@mail.com,0498-869493,Frankfurter Hof
200,13:00-23:00,New York,2/25/18 8:12,324,E 101st St,cafe_mellone@mail.com,0499-140440,Cafe Mellone
201,13:00-23:00,New York,5/27/17 20:39,98,W 116th St,ewings_new_restaurant@outlook.com,0494-245261,Ewings New Restaurant
202,13:00-23:00,New York,12/29/18 17:23,403,Ferry Line Rd,au_chat_noir@mail.com,0496-864366,Au Chat Noir
203,13:00-23:00,New York,5/21/17 8:41,89,Avenue A,new_york_state_hotel_association@mail.com,0498-077948,New York State Hotel Association
204,13:00-23:00,New York,6/8/17 20:26,117,Thelonius Monk Cir,the_windsor@yahoo.com,0497-298521,The Windsor
205,13:00-23:00,New York,12/3/18 3:18,397,E 14th St,restaurant_mayan@inbox.com,0495-441347,Restaurant Mayan
206,13:00-23:00,New York,9/1/17 8:59,227,W 130th St,congress_hotel_association@yahoo.com,0494-531353,Congress Hotel Association
207,13:00-23:00,New York,5/8/17 14:48,58,Arden St,hotel_dreyfus_french_restauranr@hotmail.com,0497-831105,Hotel Dreyfus French Restauranr
208,13:00-23:00,New York,2/27/19 13:19,417,W 9th St,2601_parkway@hotmail.com,0497-177926,2601 Parkway
209,13:00-23:00,New York,5/29/17 23:16,101,Pomander Walk,luccionis@mail.com,0499-167949,Luccionis
210,13:00-23:00,New York,7/21/17 8:41,180,Nagle Ave,unione_panettieri_italiani@yahoo.com,0497-511141,Unione Panettieri Italiani
211,13:00-23:00,New York,5/26/17 4:35,94,E 39th St,pear_and_pardritge@inbox.com,0494-818290,Pear And Pardritge
212,13:00-23:00,New York,7/30/17 4:56,187,Lincoln Center Plaza,the_astor@outlook.com,0498-833471,The Astor
213,13:00-23:00,New York,9/10/17 12:35,239,W 62nd St,s_s_president_wilson@gmail.com,0496-652083,S. S. President Wilson
214,13:00-23:00,New York,4/11/17 1:09,13,Leroy St,campi@yahoo.com,0497-846102,Campi
215,13:00-23:00,New York,7/16/17 6:51,174,E 91st St,"complimentary_banquet,_mount_nelson_hotel_cape_town,_sa@outlook.com",0495-873566,"Complimentary Banquet, Mount Nelson Hotel Cape Town, S.A."
216,13:00-23:00,New York,5/23/17 9:39,90,Warren St,ristorante_cova@aol.com,0495-720584,Ristorante Cova
217,13:00-23:00,New York,4/29/17 20:52,43,W 46th St,paquebot_ile_de_france@hotmail.com,0497-003833,Paquebot Ile De France
218,13:00-23:00,New York,8/16/17 0:58,206,W 14th St,london_welsh_lodge@mail.com,0494-083351,London Welsh Lodge
219,13:00-23:00,New York,7/11/18 12:54,362,Queensboro Bridge,missouri_society@hotmail.com,0496-413740,Missouri Society
220,13:00-23:00,New York,9/1/17 17:04,228,W 132nd St,harvard_university@mail.com,0499-663789,Harvard University
221,13:00-23:00,New York,10/13/18 0:54,385,Cooper Square,amys@hotmail.com,0495-931276,Amys
222,13:00-23:00,New York,6/5/17 15:21,113,Thelonius Monk Cir,aviation_terrace@mail.com,0499-758005,Aviation Terrace
223,13:00-23:00,New York,10/1/18 4:35,383,E 102nd St,"annual_dinner_of_the_new_york_university_alumni_association,_waldorf_astoria@hotmail.com",0496-819370,"Annual Dinner Of The New York University Alumni Association, Waldorf Astoria"
224,13:00-23:00,New York,11/25/18 17:13,395,Canal St,thomas_cook_&_son_special@mail.com,0495-433632,Thomas Cook & Son Special
225,13:00-23:00,New York,4/6/17 4:37,4,York Ave,grand_hotel_royal@aol.com,0497-902845,Grand Hotel Royal
226,13:00-23:00,New York,12/19/18 22:39,401,Pomander Walk,le_provenÃ£Â§al@mail.com,0494-967480,Le ProvenÃƒÂ§al
227,13:00-23:00,New York,3/5/18 10:58,329,Washington Square S,ss_american_merchant@aol.com,0497-524026,S.S. American Merchant
228,13:00-23:00,New York,5/25/17 18:15,93,Little West 12th St,[restaurant_and/or_location_not_given]@mail.com,0496-889479,[Restaurant And/Or Location Not Given]
229,13:00-23:00,New York,9/29/17 6:56,260,Mangin St,friends_of_mr_arthur_j_okeeffe@aol.com,0494-112750,Friends Of Mr. Arthur J. Okeeffe
230,08:00-12:00,San Francisco,9/22/17 22:30,253,Belvedere St,the_brown_palace_hotel@yahoo.com,0499-345063,The Brown Palace Hotel
231,08:00-12:00,San Francisco,8/17/18 16:39,372,Clearview Ct,the_thirteen_club@hotmail.com,0498-363167,The Thirteen Club
232,08:00-12:00,San Francisco,6/20/17 18:14,142,Beaver St,princess_hotel@aol.com,0495-221082,Princess Hotel
233,08:00-12:00,San Francisco,7/16/17 13:28,175,Heritage,harry_voilers_trocadero_restaurant@inbox.com,0498-227782,Harry Voilers Trocadero Restaurant
234,08:00-12:00,San Francisco,6/10/17 12:17,119,Edgardo Pl,pullman_dining_car_serfvice_the_president@hotmail.com,0495-974544,Pullman Dining Car Serfvice The President
235,08:00-12:00,New York,5/24/18 17:52,351,Coenties Alley,king_frederik_viii@outlook.com,0499-382549,King Frederik Viii
236,08:00-12:00,San Francisco,2/2/18 9:37,318,Ecker St,stauchs_resturant@aol.com,0494-551799,Stauchs Resturant
237,08:00-12:00,New York,6/21/17 19:19,143,W 157th St,stockeld_park@hotmail.com,0499-188589,Stockeld Park
238,08:00-12:00,San Francisco,5/2/17 15:06,51,Morris St,northern_steamship_company/great_orthern_ry_line@hotmail.com,0498-169919,Northern Steamship Company/Great Orthern Ry. Line
239,08:00-12:00,New York,4/30/17 1:25,44,Minetta Ln,blue_horizon@yahoo.com,0499-771130,Blue Horizon
240,08:00-12:00,San Francisco,5/17/17 2:30,79,Santa Cruz Ave,gardner_&_smith@hotmail.com,0497-126104,Gardner & Smith
241,08:00-12:00,New York,3/3/18 11:37,327,Oliver St,victorian@mail.com,0497-916301,Victorian
242,08:00-12:00,San Francisco,12/21/18 12:16,402,Faxon Ave,board_of_managers_of_the_private_charitable_institutions@outlook.com,0495-914776,Board Of Managers Of The Private Charitable Institutions
243,08:00-12:00,San Francisco,7/26/17 16:12,185,Hubbell St,bevan_house@hotmail.com,0498-318834,Bevan House
244,08:00-12:00,San Francisco,9/18/17 7:05,248,Castle Manor Ave,casa_del_rey@yahoo.com,0498-368447,Casa Del Rey
245,08:00-12:00,San Francisco,7/26/18 8:40,366,Belle Ave,hotel_westminster@hotmail.com,0499-910156,Hotel Westminster
246,08:00-12:00,New York,4/26/17 1:26,35,W 106th St,the_colony@yahoo.com,0499-485401,The Colony
247,08:00-12:00,San Francisco,10/8/17 9:06,266,Cornwall St,college_of_pharmacy_of_the_city_of_ny@yahoo.com,0497-902578,College Of Pharmacy Of The City Of Ny
248,08:00-12:00,New York,5/12/17 2:35,67,Rose St,manhanset_house@aol.com,0496-352756,Manhanset House
249,08:00-12:00,New York,8/23/17 3:29,215,W 34th St,"usms_philadelphia,_third_class_menu@aol.com",0496-732595,"U.S.M.S. Philadelphia, Third Class Menu."
250,08:00-12:00,San Francisco,7/27/18 17:38,367,Cargo Way,restaurant_name_and/or_location_not_given]@yahoo.com,0496-324507,Restaurant name and/or location not given]
251,08:00-12:00,San Francisco,7/5/18 17:25,360,7th Ave,the_lawrence@inbox.com,0495-175387,The Lawrence
252,08:00-12:00,San Francisco,1/7/19 8:06,408,Hill Point Ave,zodiac_room_at_neiman_marcus@gmail.com,0497-866667,Zodiac Room At Neiman Marcus
253,08:00-12:00,San Francisco,6/12/17 12:25,125,Bernice St,alberg_inn@outlook.com,0494-075817,Alberg Inn
254,08:00-12:00,San Francisco,6/12/17 13:17,126,Curtis St,jack_trayers@mail.com,0494-232218,Jack Trayers
255,08:00-12:00,San Francisco,4/13/18 0:55,345,Ingerson Ave,all_souls_church@aol.com,0495-822731,All Souls Church
256,08:00-12:00,San Francisco,11/5/18 4:59,390,Denslowe Dr,papyrus_club@aol.com,0494-352572,Papyrus Club
257,08:00-12:00,New York,7/1/17 12:47,156,Fort Washington Ave,volks_restaurant@outlook.com,0496-818382,Volks Restaurant
258,08:00-12:00,San Francisco,8/8/17 7:08,195,H St,president_of_jamestown_exposition_company_(h_st_george_tucker)__and_mrs_tucker@hotmail.com,0499-859220,President Of Jamestown Exposition Company (H. St. George Tucker)  And Mrs. Tucker
259,08:00-12:00,New York,4/26/17 19:47,37,W 79th St,st_johns_lodge_no_1@gmail.com,0496-925897,St. Johns Lodge No. 1
260,08:00-12:00,New York,10/20/18 20:54,386,W 27th St,deutschen_haus@hotmail.com,0494-247589,Deutschen Haus
261,08:00-12:00,New York,3/15/19 1:49,420,W 4th St,aidas_east@hotmail.com,0498-997767,Aidas East
262,08:00-12:00,San Francisco,6/20/18 15:39,358,Clipper St,manhattan_casino@gmail.com,0499-743514,Manhattan Casino
263,08:00-12:00,San Francisco,11/30/17 5:43,290,Rockridge Dr,the_patriarchs@hotmail.com,0497-353483,The Patriarchs
264,08:00-12:00,San Francisco,9/25/18 23:03,380,Buckingham Way,mayor_and_citizens_of_chicago@mail.com,0497-436195,Mayor And Citizens Of Chicago
265,08:00-12:00,San Francisco,1/6/19 12:11,406,Hooper St,norddeutsch_lloyd_bremen@outlook.com,0496-602046,Norddeutsch Lloyd Bremen
266,08:00-12:00,San Francisco,6/8/17 6:24,115,J St,quill_and_dagger@gmail.com,0497-508830,Quill And Dagger
267,08:00-12:00,San Francisco,11/1/17 5:36,276,Crespi Dr,mr_jpsmith@gmail.com,0497-644507,Mr. J.P.Smith
268,08:00-12:00,New York,8/19/17 11:12,213,Wall St,oregon_railroad_&_navigation_co@gmail.com,0498-625563,Oregon Railroad & Navigation Co.
269,08:00-12:00,San Francisco,6/14/17 2:13,127,16th Ave,riggs_house@yahoo.com,0495-706008,Riggs House
270,08:00-12:00,San Francisco,9/11/17 21:56,241,Avery St,the_commodore_hotel@hotmail.com,0495-929663,The Commodore Hotel
271,08:00-12:00,New York,5/3/17 16:40,52,E 8th St,the_berkeley@mail.com,0497-915938,The Berkeley
272,08:00-12:00,San Francisco,5/10/17 5:24,63,Stow Lake Dr,the_hannaberry_&_moran_dining_room@aol.com,0499-250058,The Hannaberry & Moran Dining Room
273,08:00-12:00,San Francisco,11/29/17 16:25,289,Alana Way,nippon_yusen_kaisha__ssnasuga@outlook.com,0498-943233,Nippon Yusen Kaisha  S.S.Nasuga
274,08:00-12:00,San Francisco,4/14/17 10:41,18,Higuera Ave,the_pennsylvania_bar_association_on_behalf_of_the_bar_of_the_commonwealth@outlook.com,0495-673340,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth
275,08:00-12:00,New York,3/8/18 8:04,333,W 157th St,italian_american_citizens_of_the_sixth_assembly_district@inbox.com,0495-281724,Italian American Citizens Of The Sixth Assembly District
276,08:00-12:00,San Francisco,3/3/19 20:00,419,Marengo St,german_gov@hotmail.com,0499-557897,German Gov.
277,08:00-12:00,San Francisco,5/27/17 3:06,95,Iron Alley,huguenin@gmail.com,0495-693633,Huguenin
278,08:00-12:00,San Francisco,7/13/17 20:29,170,Lunado Ct,grill_car@outlook.com,0494-323846,Grill Car
279,08:00-12:00,San Francisco,4/23/17 9:48,31,Cesar Chavez,cathay_house@outlook.com,0494-615406,Cathay House
280,08:00-12:00,San Francisco,1/19/19 14:15,409,Peralta Ave,albany_society_of_nyc@yahoo.com,0497-145201,Albany Society Of Nyc
281,08:00-12:00,San Francisco,4/9/17 23:25,10,Pixley St,san_remo_hotel@aol.com,0499-049339,San Remo Hotel
282,08:00-12:00,San Francisco,12/22/17 11:44,305,Emery Ln,union_pacific@aol.com,0498-294684,Union Pacific
283,08:00-12:00,San Francisco,6/14/17 22:13,131,Margaret Ave,carlton_terrace@mail.com,0498-628910,Carlton Terrace
284,08:00-12:00,San Francisco,10/14/17 20:37,267,E Rd - City College Of San Francisco,st_georges_society_of_new_york@outlook.com,0496-724561,St. Georges Society Of New York
285,08:00-12:00,New York,8/15/17 14:11,205,E 56th St,le_pistou@inbox.com,0496-903236,Le Pistou
286,08:00-12:00,San Francisco,5/12/17 12:59,68,Minna St,cigar_manufacturers@yahoo.com,0496-049406,Cigar Manufacturers
287,08:00-12:00,San Francisco,11/11/18 7:54,391,Sternberg Rd - Golden Gate National Recreation Area,association_of_life_insurance_medical_directors@aol.com,0499-190429,Association Of Life Insurance Medical Directors
288,08:00-12:00,San Francisco,5/25/17 10:45,92,Addison St,patent_law_associaton_of_washington@outlook.com,0495-881993,Patent Law Associaton Of Washington
289,08:00-12:00,New York,4/8/17 10:03,8,Rector Pl,cafe_zur_frauenkirche_@yahoo.com,0494-847491,Cafe Zur Frauenkirche
290,08:00-12:00,San Francisco,4/26/18 17:31,346,Jefferson St,mandels_tea_rooms@aol.com,0496-621540,Mandels Tea Rooms
291,08:00-12:00,San Francisco,6/1/17 11:18,108,Ophir Alley,mouquin_restaurant_&_wine_co@hotmail.com,0494-803235,Mouquin Restaurant & Wine Co.
292,08:00-12:00,San Francisco,5/8/17 15:25,59,Cameo Way,harrys_bar@aol.com,0497-835799,Harrys Bar
293,08:00-12:00,San Francisco,5/8/17 21:27,60,Mcrae Ln - Golden Gate National Recreation Area,cercle_francais_de_lharmonie@inbox.com,0494-211372,Cercle Francais De Lharmonie
294,08:00-12:00,San Francisco,6/14/17 20:02,130,Mayfair Dr,connecticut_society_of_civil_engineers@yahoo.com,0494-759015,Connecticut Society Of Civil Engineers
295,08:00-12:00,New York,3/29/18 19:33,339,F D R Drive Service Rd E,restaurant_le_bourgogne@yahoo.com,0499-815162,Restaurant Le Bourgogne
296,08:00-12:00,New York,6/23/17 20:19,146,Randalls Is Rd,kalils_restaurant@gmail.com,0495-409004,Kalils Restaurant
297,08:00-12:00,San Francisco,9/27/17 18:27,257,Montague Pl,"testimonial_dinner,_little_hungary@hotmail.com",0496-818288,"Testimonial Dinner, Little Hungary"
298,08:00-12:00,San Francisco,5/20/17 16:17,88,Nottingham Pl,quill_and_dagger_club@inbox.com,0499-486861,Quill And Dagger Club
299,08:00-12:00,San Francisco,5/2/17 13:08,50,Cleo Rand Ln,sullivans@inbox.com,0496-197092,Sullivans
300,08:00-12:00,New York,8/30/17 11:51,222,W 155th St,larrys_country_inn@yahoo.com,0499-138846,Larrys Country Inn
301,08:00-12:00,San Francisco,3/29/19 10:57,424,Atalaya Terrace,city_editors_association_of_philadelphia@yahoo.com,0496-041119,City Editors Association Of Philadelphia
302,08:00-12:00,San Francisco,3/25/19 7:25,422,Peninsula Ave,mr_lowden@gmail.com,0496-267789,Mr. Lowden
303,08:00-12:00,New York,6/30/17 5:43,152,Wall St,savoy_grill@yahoo.com,0497-606598,Savoy Grill
304,08:00-12:00,San Francisco,8/25/18 9:04,375,Mountain Spring Ave,terrace_garden@gmail.com,0498-024279,Terrace Garden
305,08:00-12:00,San Francisco,12/15/17 20:08,302,Bertha Ln,deal_golf_and_country_club@mail.com,0494-785698,Deal Golf and Country Club
306,08:00-12:00,New York,7/15/17 6:19,173,W 42nd St,park_lane@outlook.com,0497-612011,Park Lane
307,08:00-12:00,San Francisco,5/1/17 6:49,47,Lathrop Ave,green_mountain_restaurant_diner@gmail.com,0498-209718,Green Mountain Restaurant Diner
308,08:00-12:00,San Francisco,5/11/17 12:17,66,Lomita Ave,french_circle@hotmail.com,0495-007887,French Circle
309,08:00-12:00,San Francisco,7/6/17 20:49,161,Upton St,hotel_empire@yahoo.com,0497-936628,Hotel Empire
310,08:00-12:00,San Francisco,9/17/17 10:06,247,Elizabeth St,terminal_station_lunch_room@yahoo.com,0499-023944,Terminal Station Lunch Room
311,08:00-12:00,San Francisco,6/2/17 14:04,109,39th Ave,stammhaus@outlook.com,0495-003335,Stammhaus
312,08:00-12:00,San Francisco,1/1/18 18:29,310,Bemis St,jewelers_league_of_new_york@aol.com,0498-186979,Jewelers League Of New York
313,08:00-12:00,New York,1/5/19 6:36,405,Vesey St,shezan@gmail.com,0498-702295,Shezan
314,08:00-12:00,San Francisco,6/12/17 0:52,123,Milton I Ross Ln,crawfords@inbox.com,0494-658590,Crawfords
315,08:00-12:00,New York,5/28/17 5:25,99,Sheriff St,national_republican_club_house_[?]@inbox.com,0494-369190,National Republican Club House [?]
316,08:00-12:00,San Francisco,12/4/17 0:13,292,Toyon Ln,chamber_of_commerce_(new_york_city?)@outlook.com,0499-298797,Chamber Of Commerce (New York City?)
317,12:00-20:00,San Francisco,3/18/18 11:59,336,Church St,ss_nieuw_amsterdam@yahoo.com,0496-586379,S.S. Nieuw Amsterdam
318,08:00-21:00,New York,10/2/17 1:11,264,Bond St,ritz-carlton_hotel@aol.com,0499-964876,Ritz-Carlton Hotel
319,08:00-21:00,New York,2/1/18 8:00,316,W 181st St,memorial_apts@hotmail.com,0496-568502,Memorial Apts.
320,08:00-21:00,New York,8/17/17 0:41,207,Harlem River Dr,agora@hotmail.com,0498-440239,Agora
321,08:00-21:00,New York,8/19/17 9:47,212,E 50th St,(fifth_avenue_hotel?}@yahoo.com,0495-366407,(Fifth Avenue Hotel?}
322,12:00-20:00,San Francisco,7/12/17 16:18,169,Middle Point Rd,new_england_delegation_of_hmmba@mail.com,0499-644955,New England Delegation Of H.M.M.B.A.
323,08:00-21:00,New York,11/29/17 4:27,288,Sullivan St,the_greenbrier@inbox.com,0494-429919,The Greenbrier
324,12:00-20:00,New York,7/18/18 21:01,363,Leroy St,grunewald_hotel@outlook.com,0496-985254,Grunewald Hotel
325,08:00-21:00,San Francisco,7/11/17 6:41,168,Bartlett St,new_york_library_club@mail.com,0496-516225,New York Library Club
326,08:00-21:00,New York,10/1/17 10:01,262,E 123rd St,the_red_onion@hotmail.com,0499-622718,The Red Onion
327,12:00-20:00,San Francisco,9/14/17 3:06,243,Sawyer St,north_shore_country_club___main_lounge@inbox.com,0499-318356,North Shore Country Club   Main Lounge
328,12:00-20:00,San Francisco,10/5/18 21:26,384,Rivera St,la_residence@hotmail.com,0495-548003,La Residence
329,08:00-21:00,New York,5/25/17 9:39,91,Paladino Ave,society_of_colonial_wars_in_the_state_of_new_jersey@hotmail.com,0496-071272,Society Of Colonial Wars In The State Of New Jersey
330,08:00-21:00,New York,2/4/19 13:47,411,W 22nd St,sons_of_delaware@inbox.com,0497-477821,Sons Of Delaware
331,08:00-21:00,New York,4/25/17 3:03,34,E 17th St,the_lyric_theatre@inbox.com,0498-370890,The Lyric Theatre
332,12:00-20:00,New York,7/5/17 19:32,160,E 58th St,us_military_academy@gmail.com,0495-544104,Us Military Academy
333,12:00-20:00,San Francisco,5/20/17 0:18,85,De Boom St,don_roths_blackhawk_restaurant@gmail.com,0495-750239,Don Roths Blackhawk Restaurant
334,08:00-21:00,New York,8/9/17 13:04,196,W 97th St,dinner_held_by_pennsylvania_railroad@mail.com,0495-654190,Dinner Held By Pennsylvania Railroad
335,08:00-21:00,New York,4/16/17 19:34,23,W 105th St,waldorf_hotel@hotmail.com,0497-155341,Waldorf Hotel
336,12:00-20:00,San Francisco,1/7/19 6:32,407,Mission St,south_shore_country_club@outlook.com,0497-844548,South Shore Country Club
337,12:00-20:00,San Francisco,7/18/17 23:55,179,Arballo Dr,cincinnati_lodge_of_elks_no_5@yahoo.com,0497-397787,Cincinnati Lodge Of Elks No. 5
338,08:00-21:00,New York,8/6/17 12:10,190,E 52nd St,old_prague_restaurant@mail.com,0496-342584,Old Prague Restaurant
339,08:00-21:00,San Francisco,5/7/17 8:47,54,Tapia Dr,medical_society_of_the_state_of_new_york@outlook.com,0497-233506,Medical Society Of The State Of New York
340,08:00-21:00,San Francisco,12/15/17 12:08,301,Battery Blaney Rd - Golden Gate National Recreation Area,celtic_club@yahoo.com,0498-001127,Celtic Club
341,12:00-20:00,San Francisco,5/13/17 22:45,71,Alma St,lafayette_hotel@yahoo.com,0494-673468,Lafayette Hotel
342,08:00-21:00,New York,5/10/17 0:08,62,W 94th St,hotel_cecil@gmail.com,0499-726854,Hotel Cecil
343,12:00-20:00,San Francisco,4/5/17 4:59,3,Lassen Alley,"[the_waldorf_astoria_hotel_(new_york,_ny)]@yahoo.com",0495-004404,"[The Waldorf Astoria Hotel (New York, N.Y.)]"
344,08:00-21:00,San Francisco,8/5/18 19:51,369,Chenery St,club_venus@gmail.com,0499-058417,Club Venus
345,12:00-20:00,San Francisco,8/9/17 19:03,197,21st St,hong_kong_restaurant@mail.com,0499-499869,Hong Kong Restaurant
346,12:00-20:00,San Francisco,4/6/17 21:39,5,Christmas Tree Point Rd,the_spalding@yahoo.com,0496-025089,The Spalding
347,12:00-20:00,San Francisco,6/18/18 8:52,357,Joost Ave,police_department_of_the_city_of_new_york@hotmail.com,0496-870962,Police Department Of The City Of New York
348,12:00-20:00,San Francisco,9/2/17 10:21,230,Amatury Loop - Golden Gate National Recreation Area,incorporated_institute_of_accountants@inbox.com,0497-335529,Incorporated Institute Of Accountants
349,08:00-21:00,New York,6/6/17 5:35,114,E 118th St,mexican_american_ss_co@aol.com,0494-061867,Mexican American S.S. Co.
350,08:00-21:00,San Francisco,8/31/17 6:42,224,Farragut Ave,rms_parthia@yahoo.com,0495-104482,R.M.S. Parthia
351,08:00-21:00,San Francisco,6/19/17 23:50,140,Melba Ave,"norfolk_and_western_railway,_southern_railway_system@hotmail.com",0494-616661,"Norfolk And Western Railway, Southern Railway System"
352,12:00-20:00,New York,12/11/18 7:18,400,Freedom Pl,nippon_yusen_kaisha___ss_kobe_maru@outlook.com,0494-112445,Nippon Yusen Kaisha   S.S. Kobe Maru
353,12:00-20:00,San Francisco,3/3/19 0:42,418,18th St,tzu_hai_pin_cantonese_restaurant@outlook.com,0494-371649,Tzu Hai Pin Cantonese Restaurant
354,08:00-21:00,San Francisco,5/16/17 1:17,77,King St,the_essex_hotel_the_colonnades@outlook.com,0496-311243,The Essex Hotel The Colonnades
355,12:00-20:00,San Francisco,9/23/17 4:16,254,Rosenkranz St,university_of_catania@inbox.com,0494-463757,University Of Catania
356,12:00-20:00,New York,6/11/17 7:23,121,Bank St,mr_smfelton@yahoo.com,0495-955929,Mr. S.M.Felton
357,08:00-21:00,San Francisco,4/7/17 13:08,7,Moscow St,chula_vista@yahoo.com,0497-768114,Chula Vista
358,12:00-20:00,San Francisco,5/18/17 20:22,82,Diaz Ave,the_french_village@gmail.com,0497-268817,The French Village
359,08:00-21:00,San Francisco,12/11/17 5:50,296,Augusta St,poodle_duck_club@gmail.com,0497-687415,Poodle Duck Club
360,08:00-21:00,New York,6/13/18 22:49,355,E 4th St,girard_college@gmail.com,0495-994770,Girard College
361,12:00-20:00,New York,9/27/17 1:47,256,2nd Pl,north_carolina_society_of_new_york@hotmail.com,0498-182365,North Carolina Society Of New York
362,08:00-21:00,San Francisco,4/10/17 15:26,11,37th Ave,old_poodle_dog_restaurant@inbox.com,0497-207420,Old Poodle Dog Restaurant
363,08:00-21:00,New York,9/10/17 0:18,238,Joe Dimaggio Hwy,the_buffalo_orpheus@outlook.com,0496-736045,The Buffalo Orpheus
364,12:00-20:00,San Francisco,8/21/17 18:32,214,Bret Harte Terrace,st_martins_lodge_no2455@mail.com,0495-278202,St. Martins Lodge No.2455
365,08:00-21:00,New York,5/30/17 21:40,105,E 52nd St,broadway_tabernacle_church@hotmail.com,0497-404394,Broadway Tabernacle Church
366,08:00-21:00,New York,3/18/18 4:50,335,W 125th St,little_china@outlook.com,0494-435750,Little China
367,12:00-20:00,New York,7/1/17 6:22,155,S Street Viaduct,mayer@inbox.com,0495-219710,Mayer
368,12:00-20:00,New York,9/28/18 2:06,381,Minetta St,tsuruya@inbox.com,0499-748143,Tsuruya
369,08:00-21:00,San Francisco,8/27/17 14:53,218,Himmelmann Pl,the_lambs@mail.com,0499-722010,The Lambs
370,08:00-21:00,San Francisco,7/14/17 22:16,172,Lulu Alley,oceanic_steamship_company___ventura@aol.com,0498-620530,Oceanic Steamship Company   Ventura
371,12:00-20:00,New York,1/18/18 2:59,313,E 113th St,clinton_b_fisk_prohibition_club@inbox.com,0499-321497,Clinton B. Fisk Prohibition Club
372,08:00-21:00,New York,5/4/17 19:26,53,E 34th St,sherrys@outlook.com,0494-019956,Sherrys
373,12:00-20:00,San Francisco,4/30/17 18:54,46,Glen Ct,sons_of_delaware@hotmail.com,0499-679840,Sons Of Delaware
374,12:00-20:00,San Francisco,5/17/17 16:49,81,Clipper Cove Way,essex_house_at_the_colonnades@yahoo.com,0496-262728,Essex House At The Colonnades
375,12:00-20:00,San Francisco,6/14/17 10:45,128,Islais St,chicken_ranch@aol.com,0498-127118,Chicken Ranch
376,08:00-21:00,New York,7/2/17 8:48,157,W 144th St,dewitt_clinton_council_no22_r&s_m@gmail.com,0495-500960,Dewitt Clinton Council No.22 R&S M
377,08:00-21:00,New York,4/22/17 1:13,27,W Broadway,societe_nationale_de_poudres_et_explosifs@yahoo.com,0498-576501,Societe Nationale De Poudres Et Explosifs
378,08:00-21:00,San Francisco,2/23/18 1:07,323,Crook St - Golden Gate National Recreation Area,regal@aol.com,0499-711644,Regal
379,08:00-21:00,New York,8/13/17 20:18,200,Chambers St,warrant_officers_of_the_us_north_atlantic_squadron@hotmail.com,0499-282218,Warrant Officers Of The U.S. North Atlantic Squadron
380,08:00-21:00,New York,12/28/17 7:26,308,E 88th St,south_shore_country_club@yahoo.com,0498-612246,South Shore Country Club
381,12:00-20:00,San Francisco,4/13/17 2:39,14,Central Ave,hotel_st_george@inbox.com,0497-692057,Hotel St. George
382,12:00-20:00,New York,5/31/17 8:42,106,Park Pl,the_concord@yahoo.com,0498-089105,The Concord
383,08:00-21:00,San Francisco,10/30/18 13:27,389,Donahue St,donahues_lunch@outlook.com,0494-639488,Donahues Lunch
384,12:00-20:00,New York,1/5/19 6:23,404,W 107th St,king_solomons_grill@inbox.com,0498-050087,King Solomons Grill
385,08:00-21:00,New York,4/3/17 14:06,0,E 84th St,billiard_pool_and_bowling_tournament@gmail.com,0499-071595,Billiard Pool And Bowling Tournament
386,08:00-21:00,New York,9/5/18 16:47,377,Chatham Square,chews_cafe@mail.com,0499-718466,Chews Cafe
387,08:00-21:00,San Francisco,6/5/17 5:37,112,Mcrae Ln - Golden Gate National Recreation Area,taj@gmail.com,0496-945579,Taj
388,12:00-20:00,New York,6/16/17 11:58,137,Morningside Dr,rubinstein_club@gmail.com,0495-178975,Rubinstein Club
389,08:00-21:00,San Francisco,4/12/18 0:38,343,San Felipe Ave,battle_creek_sanitarium@yahoo.com,0495-457335,Battle Creek Sanitarium
390,08:00-21:00,San Francisco,6/20/17 9:43,141,Harper St,hotel_new_weston@yahoo.com,0495-938854,Hotel New Weston
391,12:00-20:00,New York,9/12/17 16:04,242,W 82nd St,providence_art_club@mail.com,0498-391969,Providence Art Club
392,12:00-20:00,New York,10/25/18 20:51,387,Harlem River Dr,societa_la_piemontese@inbox.com,0495-910657,Societa La Piemontese
393,08:00-21:00,New York,12/5/18 14:44,398,Albany St,pabst@hotmail.com,0496-275105,Pabst
394,12:00-20:00,San Francisco,9/2/17 17:42,231,Hiliritas Ave,town_hall@mail.com,0496-434000,Town Hall
395,12:00-20:00,New York,12/28/17 5:42,307,Queens Midtown Tunnel,dr_h_g_sherman@inbox.com,0497-068717,Dr. H. G. Sherman
396,08:00-21:00,San Francisco,5/7/17 23:14,57,Minnesota St,geneva_society_international_society_of_hotel_employees@outlook.com,0494-817642,Geneva Society International Society Of Hotel Employees
397,08:00-21:00,New York,5/15/17 9:47,76,Dyer Ave,canadian_pacific_railway_co___ss_alberta@aol.com,0495-668133,Canadian Pacific Railway Co.   S.S. Alberta
398,12:00-20:00,San Francisco,11/5/17 5:15,278,El Polin Loop - Golden Gate National Recreation Area,hotel_statler@mail.com,0494-441699,Hotel Statler
399,12:00-20:00,New York,4/21/17 1:55,26,Barrow St,iturbide_restaurant@outlook.com,0499-616306,Iturbide Restaurant
400,08:00-21:00,New York,7/8/17 9:19,165,Thompson St,norge_hotel@inbox.com,0495-617859,Norge Hotel
